countryname,countrycode,indicatorname,indicatorcode,attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Hungary,944,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,6.653847694,6.756506443,7.074097157,6.749391556,6.607182503,6.914908409,6.362871647,6.300848961,6.706091404,7.17259264,7.38000679,7.576173306,7.047338009,6.594730377,6.572105408,6.685146332,7.199141502,7.647744656,7.342735291,6.538702965,5.054811954,5.665908337,5.356157303,4.938203335
Cote d'Ivoire,662,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,1.811675429,,,,1.494900227,1.475230813,1.487968206,1.73344779,1.643708467,1.809643388,1.951439142,1.900158644,,1.800768495,1.848959327,1.903069973,1.591549873,1.685123205,1.544979572,1.645535827,1.545673728,1.131361008,1.544920206,1.680268049,2.043927908
Algeria,612,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,,,,,17.81820679,19.43710518,21.92762566,23.25764275,16.48675346,19.46661186,30.44159126,24.9556427,23.32846832,2.384688616,2.352019072,2.218553305,26.55253792,10.2646389,27.26884079,22.38811111,21.86620522,24.44080544,,,
St. Lucia,362,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,1.591797829,1.593211532,,,,,,,,,2.227061033,2.454206944,2.353782892,2.003289938,1.956568837,2.076735973,2.257929802,2.085267544,2.367327929,2.417177916,2.368421316,2.571984053,2.623773575,2.607918262,2.651690483
Botswana,616,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,1.384926081,1.489882112,1.511095166,1.804126978,1.77361095,1.451861382,1.505429745,,,,,,,,,,,,,,,,,,
Iceland,176,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,8.103058815,8.089182854,8.315838814,8.968998909,9.27314949,9.500226974,10.14946651,10.40182114,11.32014561,12.07798481,12.61242867,13.23851776,13.26067734,13.49674034,13.38729668,13.78324604,13.65146065,13.20181465,12.68895912,12.09727859,12.19440937,12.9709053,13.19350624,13.6900053,13.70157337
Moldova,921,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,0.832687974,0.008398275,2.072188854,2.216596603,2.486593246,2.239463806,2.519530773,2.475408316,2.418726444,2.699164867,2.36459446,2.148303509,2.29746294,2.194497824,2.189564228
Egypt,469,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,0.4755463,0.580035985,0.544212818,0.564033031,0.649142861,0.561764717,0.597210109,0.602643847,0.615518451,1.400520205,1.259923577,1.165598035,1.725521207,1.609341264,1.681434155,1.729767919,1.518633604,1.305061817,1.283640385,1.370562315,1.359423161,1.389760017,1.377086639,1.496093035,1.567581058
Israel,436,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,9.433796883,9.161077499,9.512834549,9.343610764,9.496510506,10.14280033,10.41630745,9.382304192,8.367322922,7.532265186,7.341904163,7.495526314,7.64919138,6.867235661,5.814349174,5.50457716,5.537593365,5.340437412,5.457976818,5.799646378
Vanuatu,846,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,6.337813854,,,,,7.555469036,7.277282715,7.473174095,8.31763649,9.738964081,,,,,,,,,,10.00122833,11.58516312,12.27011681,,,
Nepal,558,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,0.641322017,0.437155426,0.410505503,0.454399079,0.593197405,0.371028364,0.34915477,0.321112633,0.383939505,0.486944646,0.457788289,0.408816338,0.630546749,,,,,,,,0.778930426,0.867643595,0.804854214,0.916895568,1.000821114
Indonesia,536,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,9.603071213,8.167269707,7.987052441,6.972187042,,6.751269341,7.050413609,,,,,5.275443554,5.14127779,5.25153017,4.762617111,7.859184265,5.378772259,5.550593376,6.036298275,5.283034325,5.201618195,5.504814625,5.397933483,5.317123413,5.180646896
Equatorial Guinea,642,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,,,,,,,,,,,,,,,,,,0.586010456,0.421640068,0.911823988,,,,,
Estonia,939,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,8.411765099,7.624893188,7.450951099,7.889813423,7.761313915,6.829940319,6.503642559,6.417933941,6.471409321,6.264405727,5.524921417,5.520516396,5.759418488,6.119836807,5.574484348,5.275242805,5.07487154,5.171935558,5.419806957,5.680085182
Cambodia,522,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,0.162162185,0.218558133,0.189347222,0.195778459,0.231558591,0.255654961,0.312618673,0.387373269,0.420259595,0.452901393,0.521990657,0.610055208,0.725403011
Mongolia,948,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,,,4.08792305,4.253331184,3.189725399,2.533178806,3.130391836,4.214677334,5.166126251,6.38703537,7.633992195,8.918858528,10.38904572,9.823912621,,,11.71368313,7.60425663,6.20387888,7.007486343,8.981110573,11.15495682,10.13620281,10.66368103,
Denmark,128,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,23.98306656,23.88731384,24.08733749,24.32180595,25.44402885,25.45848465,25.25177765,25.09091949,24.70732307,24.94328499,24.6827507,24.9643364,24.66673088,24.62129402,24.00953674,23.97192001,23.8803463,24.49127579,24.17386055,25.28846741,23.66086197,23.60330009,23.64653397,25.87014198,27.34069824
Ethiopia,644,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,1.077428102,0.928519487,0.884281456,0.709853113,0.684485316,0.620658159,0.603905499,0.648480952,0.788788974,0.862033904,,0.483268082,0.974990845,0.503699839,0.369610339,0.38882494,0.630138099,0.575947285,0.536059439,0.461569458,0.551609635,0.330687433,,,
St. Vincent & Grens.,364,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,2.172619343,2.325446129,2.425127268,2.535473824,2.354495049,2.531577587,2.882610083,2.907413244,3.013560295,3.109176636,3.004311562,2.913077116,2.809591293,2.699563265,2.733350039,2.765158176,2.991611719,3.08706069,2.982048273,3.162791014,3.353981733,3.690903187,3.838403702,3.565779448,3.63183856
Cape Verde,624,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,,,,3.41055727,3.349758625,3.529685497,3.473841429,3.162247181,3.214108706,3.031059265,3.313046217,,
Mali,678,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,0.80642724,0.865324199,1.275518417,1.193066239,1.218088508,1.316790223,1.366697192,,,,,,,,
Peru,293,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,0.064273633,0.0991202,0.417918116,0.670776188,1.026552081,1.002675653,1.048426032,1.084857225,1.193293333,1.212358713,1.189912796,1.19295001,1.197252035,1.299488306,1.276338577,1.346371651,1.415406585,1.453011513,1.569936395,1.6056422,1.553035975,1.746838212,1.861248732,1.935796738,1.983228326
Ethiopia,644,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,2.945379257,2.55074048,1.709391713,1.817172647,1.862128258,1.732880712,1.884743571,2.570770025,2.850600719,2.610683441,,1.571751833,2.249536753,1.888705492,1.859834313,1.692795157,1.753532648,1.533378124,1.851657152,1.540124893,1.446430445,2.339202404,,,
Grenada,328,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,0.661095917,1.261977792,1.462181211,1.59256649,2.041528463,,,,0.446113467,0.470045358,0.602761507,0.603190184,0.631677985,0.698050141,0.73995012,0.724625647,0.795979738,1.048653483,1.355068564,1.173239827,1.20190239,1.294197679,1.304403305,1.863631368
Chile,228,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,4.122946262,4.534640789,4.537353039,4.199391842,4.507638931,4.676930428,4.950548172,4.547651768,4.084711075,3.604363918,4.377495289,4.470622063,4.579324245,4.722196102,5.674733639,7.507243156,9.991586685,10.40836906,8.032970428,5.359609604,7.512568474,8.515059471,8.375112534,6.938036919,6.525494576
Netherlands,138,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,9.97016716,11.09497166,10.45213318,10.84250164,8.341483116,7.358877182,6.726238728,5.983078957,5.616274834,5.745616436,5.594773769,5.811040878,6.447307587,6.209157467,5.72738409,6.503741741,6.816502571,7.160024643,6.978501797,8.078019142,8.044027328,7.702250004,7.287294388,7.165629387,
Morocco,686,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,2.200973988,2.37641263,2.338225365,2.601878405,2.457083702,2.538411856,,2.515004873,2.553274155,2.800745487,,,3.511659384,3.567429781,3.759294271,4.181713104,4.00317955,4.327074528,4.693223,3.482898474,3.207742929,3.390295029,3.981166601,3.819231272,3.749230146
Pakistan,564,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,4.662717819,4.364095688,4.500121593,3.626944542,3.441622734,3.846749544,3.93794632,3.809054613,3.607611656,3.760454655,4.508363724,4.813589573,4.815285683,5.022922039,4.653776646,4.526351929,4.260737419,4.117898464,4.409673214,4.341005325,4.538240433,4.30882597,4.948494911,5.368873596,4.559587002
Belize,339,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,5.005696297,5.181224346,5.799221516,5.377913952,4.874802589,3.658431768,4.045331955,4.261026382,4.651940346,4.406466484,4.586139202,4.41509819,4.232847691,4.49895668,4.717655182,5.809342384,5.675838947,6.977247715,7.17995882,7.969873428,8.5859375,7.999828339,7.493134975,7.604410172,8.057803154
"China,P.R.: Mainland",924,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,0.000887039,0.149835184,0.253195792,0.500777602,0.623001873,0.648501754,1.126927257,1.12732625,1.188563228,1.178478241,1.145970583,1.183564425,1.25072217,1.089689016,1.110767961,
Italy,136,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,9.614435196,9.764872551,10.50701141,11.08311176,9.878880501,10.03468418,10.06231499,10.50755024,10.04263306,10.78859425,10.08001518,10.29329681,10.11691284,10.08571148,10.01177216,9.989515305,10.30698586,10.68235111,11.16231823,11.25268459,11.34218121,11.14163971,11.74220467,11.68654251,11.65605736
Croatia,960,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,2.178533077,1.555922627,3.086337805,2.987376928,3.279943228,3.274273872,3.529850006,3.190539837,2.271403313,1.752200603,3.415587425,3.097486019,3.095032215,2.895988464,2.993170023,3.083376408,3.095339537,3.130512238,2.811661959,2.788073301,2.988657713,3.133171082,3.191004753
New Zealand,196,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,17.18462753,16.40840912,16.46743774,16.3272934,16.68613434,16.49164581,15.25155544,15.07939529,14.12286282,14.19151688,14.4730835,14.37148476,14.71855927,14.46394825,14.37620544,15.16488266,14.91121674,14.71125793,13.36664963,12.75383949,11.67033863,11.48523617,12.20014381,12.311059,12.49428177
France,132,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,4.370967388,5.09691906,4.62940836,4.775362015,4.869869232,4.780980587,5.01434803,5.329839706,7.39239645,7.626895428,7.754919529,7.567250252,7.29344511,7.337828159,7.176459789,7.716799259,7.529933453,7.230051517,7.346253395,7.128179073,7.046862602,7.30129385,7.958246708,8.361834526,8.428111076
Guinea,656,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,0.190429583,0.362759799,0.44347614,,,,,,0.667849422,0.745817542,,,,,,,,,,,,,,,
Lebanon,446,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,,,,1.333678842,1.632799745,1.057821989,1.25672555,1.403085947,1.541278839,2.023243427,1.919156909,2.360126734,2.524669886,2.630748034,2.873737812,3.263675928,3.548960686,3.530377865,3.598810434,3.471835136,3.577312469,4.010494232,3.784840822,3.486828566,3.70663476
Dominican Republic,243,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,0.98637557,0.995647371,1.106303334,0.861627519,0.69053638,0.697325349,0.827055693,1.004122853,0.999571681,0.892542064,0.863515854,0.931866705,0.914035976,0.974268734,1.040689468
Japan,158,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,8.098402977,7.923666,7.090436459,7.135416031,6.139949322,5.939244747,5.599111557,5.697419167,5.174454212,4.904168606,5.624544144,5.447110176,4.732112885,4.457931519,4.624444008,5.005368233,5.205324173,5.575357437,5.544509888,5.416261673,5.109567165,5.290951252,5.458484173,5.875820637,5.821557999
Honduras,268,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,0.915911257,1.008717179,1.174888015,1.018636227,0.871724784,1.140751123,0.706119776,0.804582,1.190252423,0.963623464,0.929171085,0.955954313,0.979355335,1.074795961,1.252573371,1.258251786,1.463000298,1.677888989,1.622990608,1.475519657,1.512934089,1.561660051,1.589878798,1.720403433,1.785105705
Suriname,366,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,2.254543066,3.286305666,3.774996996,2.946691513,3.201737642,3.184925556,2.832829714,1.963688135,2.697840214,3.246471882,2.699679375,2.638345003,,
Mozambique,688,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,2.500798941,2.81011343,2.832049847,3.15351367,
Bhutan,514,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,1.445586562,1.314407825,1.332330465,2.080994129,2.080830336,2.836233854,3.995960236,3.95199585,4.549275398,4.244314194,5.550550938,5.646180153,5.372133255,4.62123251,4.667717934,4.502340317,4.774824142,4.679691792,4.88822937,5.658333302,9.08821106,8.876574516,8.137224197,7.364582539,7.670715809
Finland,172,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,16.83667564,16.91089249,15.86360741,14.6853466,15.92076206,16.08358955,17.67531967,17.21870995,17.64394569,17.18194008,19.7492733,17.62856674,17.56414795,16.39979172,16.11211777,16.09555435,16.02013779,16.27042007,16.0362606,14.6413002,14.48637104,14.90026379,14.61612797,15.14564323,15.33263874
Philippines,566,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,1.313164592,1.507371664,1.542943001,1.570001483,1.992333531,1.830559611,1.988415837,3.046097517,2.22649169,2.426178217,2.318086386,2.063283682,2.058785915,1.985224128,1.970925927,2.065254688,2.079536438,2.049872637,1.954900384,1.703071833,1.855693817,1.993781805,2.104404688,2.136327505,2.243596554
Myanmar,518,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,1.846769452,1.054592609,1.275486708,1.288018107,1.425839901,1.2886765,1.163792014,1.196425676,1.1043185,0.837492704,0.887336671,0.690770328,0.70227313,1.03154397,1.325407743,1.457607627,,,,,,,,,
Kenya,664,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,2.575298071,2.407601118,2.658073902,2.697128534,2.910585642,3.168875694,3.248314142,3.306097031,3.430004358,3.846956015,3.834426165,3.872009993,3.896505117,4.224379539,
Sao Tome & Principe,716,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,1.851333261,1.930001497,2.240000725,3.518719196,2.531261921,2.373580217,2.391575813,2.684700251,2.751624584,2.910656929,3.027491808,,
Myanmar,518,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,2.907707691,3.022451639,2.591471195,2.291567802,1.932212949,1.681414366,1.781863213,1.966048479,1.655158877,1.335224986,1.497032881,1.111259341,0.950146019,0.832186222,1.304028153,1.775998354,,,,,,,,,
Namibia,728,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,5.212576866,5.449048042,6.147091866,5.526733875,,,,,,,6.294768333,6.385906219,6.57445097,6.446220398,6.236910343,6.291872501,6.24448061,5.084204197,6.570309639,6.759708405,7.195936203,8.128745079,,,
Senegal,722,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,,,,,,,3.650483131,4.06277895,4.323270798,5.673809528,6.194909573,5.593669891,,,,,,,,9.647805214,9.737665176,10.11829281,9.50612545,,
Burkina Faso,748,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,2.233959913,,2.241333246,1.941193581,,,,,,,,,2.75982213,2.751948833,2.850561619,2.764970779,2.819803238,3.024452448,2.760677576,2.699683905,3.003460407,3.972553492,4.491281509,4.599829197,4.25590229
"Korea, Republic of",542,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,3.763245821,3.434789896,3.143931627,3.272186518,3.299066067,3.462066174,3.381594419,3.119193077,3.645859241,3.088029146,3.140819788,3.074844837,2.793793678,2.866513491,2.980823517,2.997399569,3.580853462,4.148159504,3.70396471,3.353107452,3.327095032,3.549161434,3.71590662,3.729488373,4.003628254
France,132,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,6.579146385,6.968765736,6.549853802,6.670942783,6.805593014,6.822135448,7.261404991,7.871485233,9.963172913,10.4981432,10.73134708,10.83285046,10.07717228,9.754414558,9.858854294,10.06848526,10.42332935,10.12064075,10.18564034,8.558239937,9.113686562,9.750824928,10.44142818,10.91014576,10.46669579
Togo,742,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,,,,,,,,,,,,,,,0.649832547,0.194138035,1.278684616,1.630540133,1.345798016,1.040616512,1.044251561,0.791043639,0.865135312,1.012448311,
Cameroon,622,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,0.895535469,0.824775159,1.04643333,1.318342566,1.47764492,0.949152529,,,1.353719711,1.228846431,,,,,,,,,,,,,,,
Norway,142,Individual Income Tax Revenue as a Percent of GDP,RTII_RM_GDP,Value,10.54436874,10.54428196,10.07473946,9.850374222,10.50975037,10.3665781,10.29605865,10.45540047,11.30251884,11.13508511,10.08119965,10.24348354,10.50422955,10.37142849,10.02704334,9.453020096,8.85852623,9.350595474,8.898600578,9.923373222,9.904837608,9.717930794,9.716650963,9.910475731,9.788802147
Ecuador,248,Social Contribution as a Percent of GDP,RS_RM_GDP,Value,1.123743773,1.221420765,1.183018565,1.05661273,1.189267993,1.497289181,1.421674728,1.483578324,1.287876964,0.549569666,1.602125645,1.943778396,1.861196637,1.824563146,1.918281317,2.256369114,2.281868219,2.485928774,3.78649807,4.026738167,3.383076191,3.822314024,3.767927408,4.059501648,4.122874737
Nepal,558,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,0.083588041,0.079756409,0.053066831,0.045598976,0.032254234,0.029325267,0.039293945,0.033539169,0.035297662,0.034042552,0.030191936,0.001811928,0.000652965,0.287324607,0.316255808,0.305253536,6.12E-07,0.309620291,0.360530913,0.52852881,8.38E-07,0.261651605,0.001927922,0.000220766,0.001466504
Slovenia,961,Property Tax Revenue as a Percent of GDP,RTP_RM_GDP,Value,,,,,,0.546157002,0.528812468,0.624312937,0.813834131,0.741894424,0.636990786,0.684429824,0.641866863,0.559162378,0.594484806,0.581867218,0.598163843,0.586511374,0.563310266,0.579342067,0.61157608,0.594775081,0.629515707,0.645475209,0.624219894
Malawi,676,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,5.902625084,6.45217514,6.605763912,6.041985512,6.550655842,7.13376236
Denmark,128,Income Tax Revenue as a Percent of GDP,RTI_RM_GDP,Value,27.14949036,26.85254669,27.38049698,28.22072983,29.14412117,29.32988358,29.22706604,29.05966949,28.62595558,28.70649338,28.79333687,27.7422905,27.53726959,27.84444237,28.47147942,29.74032974,28.30509758,27.89681053,27.25666618,27.70979309,27.95637512,27.85586548,28.54321289,29.55040359,32.79561996
